director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
David Lean,Claude Rains,Jack Hawkins,Jack Hawkins,Adventure Biography Drama History War,lawrence of arabia
Rob Zombie,Scout Taylor-Compton,Margot Kidder,Margot Kidder,Horror,halloween ii
Jean-Marc Vallée,Michiel Huisman,Gaby Hoffmann,Gaby Hoffmann,Adventure Biography Drama,wild
Dennis Iliadis,Tony Goldwyn,Martha MacIsaac,Martha MacIsaac,Crime Horror Thriller,the last house on the left
Clare Kilner,Jack Davenport,Holland Taylor,Holland Taylor,Comedy Romance,the wedding date
Rick Rosenthal,Jamie Lee Curtis,Bianca Kajlich,Bianca Kajlich,Comedy Horror Thriller,halloween: resurrection
Louis Leterrier,Liam Neeson,Alexa Davalos,Alexa Davalos,Action Adventure Fantasy,clash of the titans
Rob Reiner,Robin Wright,André the Giant,André the Giant,Adventure Family Fantasy Romance,the princess bride
Denzel Washington,Denzel Washington,John Heard,John Heard,Biography Drama,the great debaters
Nicolas Winding Refn,Ryan Gosling,Russ Tamblyn,Russ Tamblyn,Crime Drama,drive
Sara Sugarman,Adam Garcia,Glenne Headly,Glenne Headly,Comedy Family Music Romance,confessions of a teenage drama queen
Nicholas Hytner,Liam Aiken,Kali Rocha,Kali Rocha,Comedy Drama Romance,the object of my affection
Juan Carlos Fresnadillo,Jeremy Renner,Catherine McCormack,Catherine McCormack,Drama Horror Sci-Fi,28 weeks later
Thomas Carter,Jessie T. Usher,Ser'Darius Blain,Ser'Darius Blain,Drama Family Sport,when the game stands tall
Wayne Wang,Cicely Tyson,Eva Marie Saint,Eva Marie Saint,Comedy Drama Family,because of winn-dixie
Gina Prince-Bythewood,Alfre Woodard,Omar Epps,Omar Epps,Drama Romance Sport,love & basketball
George Armitage,Minnie Driver,Mitchell Ryan,Mitchell Ryan,Action Comedy Crime Romance Thriller,grosse pointe blank
Phil Traill,Bradley Cooper,Beth Grant,Beth Grant,Comedy Romance,all about steve
Joe Berlinger,Kim Director,Kurt Loder,Kurt Loder,Adventure Fantasy Horror Mystery Thriller,book of shadows: blair witch 2
Andrew Fleming,Christine Taylor,Brenda Strong,Brenda Strong,Drama Fantasy Horror Thriller,the craft
Woody Allen,Scarlett Johansson,Penelope Wilton,Penelope Wilton,Drama Romance Thriller,match point
Elizabeth Allen Rosenbaum,Sierra McCormick,Jason Spevack,Jason Spevack,Adventure Comedy Family Fantasy,ramona and beezus
James Ivory,Anthony Hopkins,Ben Chaplin,Ben Chaplin,Drama Romance,the remains of the day
Paul Thomas Anderson,Don Cheadle,Nina Hartley,Nina Hartley,Drama,boogie nights
Robert Harmon,Kieran Culkin,Joss Ackland,Joss Ackland,Action Crime Drama Romance Thriller,nowhere to run
Michael Mayer,Alison Lohman,Tim McGraw,Tim McGraw,Adventure Drama Family,flicka
Martin Weisz,Jeff Kober,Jacob Vargas,Jacob Vargas,Horror,the hills have eyes ii
John Ottman,Loretta Devine,Jacinda Barrett,Jacinda Barrett,Horror Mystery Thriller,urban legends: final cut
Jay Russell,William Hurt,Jonathan Jackson,Jonathan Jackson,Drama Family Fantasy Romance,tuck everlasting
John Bonito,Kelly Carlson,Drew Powell,Drew Powell,Action Drama Thriller,the marine
Peter Atencio,Nia Long,Keegan-Michael Key,Keegan-Michael Key,Action Comedy,keanu
Shana Feste,Leighton Meester,Tim McGraw,Tim McGraw,Drama Music,country strong
David Nutter,Bruce Greenwood,Katharine Isabelle,Katharine Isabelle,Horror Mystery Sci-Fi Thriller,disturbing behavior
Derek Cianfrance,Ryan Gosling,Angelo Anthony Pizza,Angelo Anthony Pizza,Crime Drama Thriller,the place beyond the pines
Roger Donaldson,Luke Bracey,Will Patton,Will Patton,Action Crime Thriller,the november man
Stephan Elliott,Jason Priestley,Geneviève Bujold,Geneviève Bujold,Drama Mystery Thriller,eye of the beholder
Kathryn Bigelow,Jeremy Renner,Brian Geraghty,Brian Geraghty,Drama History Thriller War,the hurt locker
Mark L. Lester,Heather Locklear,David Keith,David Keith,Action Horror Sci-Fi Thriller,firestarter
Andrew Dominik,Brad Pitt,Ben Mendelsohn,Ben Mendelsohn,Crime Thriller,killing them softly
Anton Corbijn,Philip Seymour Hoffman,Homayoun Ershadi,Homayoun Ershadi,Crime Drama Thriller,a most wanted man
Tom Green,Rip Torn,Eddie Kaye Thomas,Eddie Kaye Thomas,Comedy,freddy got fingered
Mike Nawrocki,Yuri Lowenthal,Phil Vischer,Phil Vischer,Adventure Animation Comedy Family,the pirates who don't do anything: a veggietales movie
Catherine Owens,Bono,Larry Mullen Jr.,Larry Mullen Jr.,Documentary Music,u2 3d
Douglas Aarniokoski,Christopher Lambert,Adam Copeland,Adam Copeland,Action Adventure Fantasy Sci-Fi,highlander: endgame
Bryan Barber,Cicely Tyson,Bobb'e J. Thompson,Bobb'e J. Thompson,Crime Drama Musical Romance,idlewild
Lone Scherfig,Anne Hathaway,Rafe Spall,Rafe Spall,Drama Romance,one day
Drew Barrymore,Daniel Stern,Alia Shawkat,Alia Shawkat,Drama Sport,whip it
Brian Koppelman,Vin Diesel,Kevin Gage,Kevin Gage,Crime Drama Thriller,knockaround guys
James Foley,Louis Lombardi,Leland Orser,Leland Orser,Crime Thriller,confidence
Albert Brooks,Jeff Bridges,Albert Brooks,Albert Brooks,Comedy,the muse
Irwin Winkler,Kevin McNally,Sandra Nelson,Sandra Nelson,Biography Drama Music Musical,de-lovely
Woody Allen,Woody Allen,Mia Farrow,Mia Farrow,Comedy Drama Romance,new york stories
Steve Gomer,Trevor Morgan,Shirley Douglas,Shirley Douglas,Adventure Family,barney's great adventure
RZA,Rick Yune,Daniel Wu,Daniel Wu,Action,the man with the iron fists
Dean Parisot,Catherine O'Hara,Shelley Duvall,Shelley Duvall,Comedy Drama Romance,home fries
Mark Piznarski,Bruce Greenwood,Elaine Hendrix,Elaine Hendrix,Drama Romance,here on earth
Terry Gilliam,Robert De Niro,Jim Broadbent,Jim Broadbent,Drama Sci-Fi,brazil
Sean McNamara,Oliver James,Jason Ritter,Jason Ritter,Family Music Romance,raise your voice
unknown,David Ogden Stiers,Chris Bruno,Chris Bruno,Drama Fantasy Mystery Sci-Fi,the dead zone            
Joel Coen,Philip Seymour Hoffman,Steve Buscemi,Steve Buscemi,Comedy Crime,the big lebowski
Craig Brewer,Justin Timberlake,S. Epatha Merkerson,S. Epatha Merkerson,Drama Music,black snake moan
Ron Shelton,Khandi Alexander,Michael Michele,Michael Michele,Crime Drama Romance Thriller,dark blue
Michael Winterbottom,Angelina Jolie Pitt,Dan Futterman,Dan Futterman,Biography Drama History Thriller War,a mighty heart
David Raynr,James Franco,Marla Sokoloff,Marla Sokoloff,Comedy Drama Romance,whatever it takes
Mort Nathan,Vivica A. Fox,Bob Gunton,Bob Gunton,Comedy,boat trip
Oliver Parker,Colin Firth,Rupert Everett,Rupert Everett,Comedy Drama Romance,the importance of being earnest
Dan Curtis,Jennifer Jason Leigh,Estelle Parsons,Estelle Parsons,Fantasy Romance,the love letter
Wil Shriner,Logan Lerman,Tim Blake Nelson,Tim Blake Nelson,Adventure Comedy Family,hoot
Martin McDonagh,Elizabeth Berrington,Eric Godon,Eric Godon,Comedy Crime Drama,in bruges
Tina Gordon Chism,Tyler James Williams,Diahann Carroll,Diahann Carroll,Comedy Romance,peeples
Peter Cattaneo,Emma Stone,Josh Gad,Josh Gad,Comedy Music,the rocker
Vicky Jenson,J.K. Simmons,Bobby Coleman,Bobby Coleman,Comedy Romance,post grad
Gus Van Sant,Matt Damon,Terry Kinney,Terry Kinney,Drama,promised land
Woody Allen,Larry David,Conleth Hill,Conleth Hill,Comedy Romance,whatever works
Mary Lambert,Matthew Settle,A.J. Buckley,A.J. Buckley,Drama Mystery Thriller,the in crowd
Tommy Lee Jones,Levon Helm,Guillermo Arriaga,Guillermo Arriaga,Adventure Crime Drama Mystery Western,three burials
Peter Kassovitz,Robin Williams,Michael Jeter,Michael Jeter,Drama War,jakob the liar
Shane Black,Robert Downey Jr.,Larry Miller,Larry Miller,Comedy Crime Mystery,kiss kiss bang bang
Rodman Flender,Vivica A. Fox,Elden Henson,Elden Henson,Comedy Fantasy Horror Thriller,idle hands
David Lynch,Naomi Watts,Laura Harring,Laura Harring,Drama Mystery Thriller,mulholland drive
Katja von Garnier,Olivier Martinez,Chris Geere,Chris Geere,Drama Fantasy Horror Romance,blood and chocolate
Woody Allen,Anthony Hopkins,Ewen Bremner,Ewen Bremner,Comedy Drama Romance,you will meet a tall dark stranger
Mark Romanek,Andrew Garfield,Charlotte Rampling,Charlotte Rampling,Drama Romance Sci-Fi,never let me go
unknown,Anna Silk,Alessandro Nivola,Alessandro Nivola,Drama History Thriller,the company            
Brad Anderson,Thomas Kretschmann,Mac McDonald,Mac McDonald,Crime Drama Mystery Thriller,transsiberian
Michael Chapman,Curtis Armstrong,Mike Muscat,Mike Muscat,Adventure Drama Fantasy,the clan of the cave bear
Antonio Banderas,Meat Loaf,Noah Emmerich,Noah Emmerich,Comedy Crime Drama,crazy in alabama
Michael Haneke,Naomi Watts,Brady Corbet,Brady Corbet,Crime Drama Horror Thriller,funny games
Khalil Sullins,Thomas Stroppel,Amber Marie Bollinger,Amber Marie Bollinger,Drama Sci-Fi Thriller,listening
Atom Egoyan,Bob Hoskins,Gerard McSorley,Gerard McSorley,Drama Thriller,felicia's journey
Fritz Lang,Brigitte Helm,Rudolf Klein-Rogge,Rudolf Klein-Rogge,Drama Sci-Fi,metropolis
Pierre Morel,David Belle,Dany Verissimo-Petit,Dany Verissimo-Petit,Action Crime Thriller,district b13
Gary Fleder,Steve Buscemi,Treat Williams,Treat Williams,Crime Drama,things to do in denver when you're dead
Hsiao-Hsien Hou,Qi Shu,Satoshi Tsumabuki,Satoshi Tsumabuki,Action Drama,the assassin
Gregor Jordan,Dean Stockwell,Leon,Leon,Comedy Crime Drama Thriller War,buffalo soldiers
Andrey Zvyagintsev,Konstantin Lavronenko,Nataliya Vdovina,Nataliya Vdovina,Drama Mystery Thriller,the return
Tony Jaa,Nirut Sirichanya,Sarunyu Wongkrachang,Sarunyu Wongkrachang,Action,ong-bak 2
Neil Marshall,Michael Fassbender,Dave Legeno,Dave Legeno,Action Adventure Drama History Thriller War,centurion
Russell Mulcahy,Christopher Heyerdahl,Conrad Dunn,Conrad Dunn,Action Drama Thriller,silent trigger
Ryûhei Kitamura,Bradley Cooper,Leslie Bibb,Leslie Bibb,Fantasy Horror Mystery,the midnight meat train
Darrell Roodt,Jennifer Hudson,Aubrey Poo,Aubrey Poo,Biography Drama History,winnie mandela
Dito Montiel,Channing Tatum,Tracy Morgan,Tracy Morgan,Crime Drama Thriller,the son of no one
Stefan Ruzowitzky,Eddie Izzard,Edward Fox,Edward Fox,Action Comedy Drama War,all the queen's men
Jake Paltrow,Stephen Graham,Keith Allen,Keith Allen,Comedy Drama Fantasy Music Romance,the good night
Juraj Jakubisko,Anna Friel,Franco Nero,Franco Nero,Biography Drama Fantasy History,bathory: countess of blood
Anthony Silverston,Liam Neeson,Loretta Devine,Loretta Devine,Adventure Animation Family,khumba
Gabe Ibáñez,Birgitte Hjort Sørensen,Melanie Griffith,Melanie Griffith,Action Sci-Fi Thriller,automata
Gerry Lively,Bruce Payne,Steven Elder,Steven Elder,Action Adventure Fantasy,dungeons & dragons: wrath of the dragon god
Daniele Luchetti,Maximilian Dirr,Ferdinando Vetere,Ferdinando Vetere,Biography,chiamatemi francesco - il papa della gente
Tung-Shing Yee,Bingbing Fan,Yasuaki Kurata,Yasuaki Kurata,Action Crime Drama Thriller,shinjuku incident
Julien Temple,Samantha Morton,Linus Roache,Linus Roache,Biography Drama,pandaemonium
Harold Ramis,Bill Murray,Willie Garson,Willie Garson,Comedy Fantasy Romance,groundhog day
Gregory Jacobs,Matt Bomer,Kevin Nash,Kevin Nash,Comedy Drama Music,magic mike xxl
Baz Luhrmann,Leonardo DiCaprio,Brian Dennehy,Brian Dennehy,Drama Romance,romeo + juliet
Gilles Paquet-Brenner,Kristin Scott Thomas,Arben Bajraktaraj,Arben Bajraktaraj,Drama War,sarah's key
Peter Cousens,Sharon Leal,Bart Shatto,Bart Shatto,Drama Family Music,freedom
Clint Eastwood,Clint Eastwood,Frances Fisher,Frances Fisher,Drama Western,unforgiven
Lars von Trier,Bryce Dallas Howard,Jean-Marc Barr,Jean-Marc Barr,Drama,manderlay
Danny Boyle,Anil Kapoor,Ayush Mahesh Khedekar,Ayush Mahesh Khedekar,Drama Romance,slumdog millionaire
Adrian Lyne,Fred Gwynne,Anne Archer,Anne Archer,Drama Romance Thriller,fatal attraction
Garry Marshall,Julia Roberts,Jason Alexander,Jason Alexander,Comedy Romance,pretty woman
John Blanchard,Martin Short,Joe Flaherty,Joe Flaherty,Comedy,towering inferno            
John Cornell,Paul Hogan,John Meillon,John Meillon,Action Adventure Comedy,crocodile dundee ii
Vidhu Vinod Chopra,María Valverde,Chad Bishop,Chad Bishop,Action Crime Drama Mystery Thriller,broken horses
Oliver Stone,Tom Cruise,Stephen Baldwin,Stephen Baldwin,Biography Drama War,born on the fourth of july
Jon Turteltaub,Doug E. Doug,Malik Yoba,Malik Yoba,Adventure Comedy Family Sport,cool runnings
Patrick Lussier,Jensen Ackles,Edi Gathegi,Edi Gathegi,Horror Thriller,my bloody valentine
Ole Bornedal,Kyra Sedgwick,Natasha Calis,Natasha Calis,Horror Thriller,the possession
Ted Kotcheff,Sylvester Stallone,Chris Mulkey,Chris Mulkey,Action Adventure Drama,first blood
Sylvain White,Chris Brown,Harry Lennix,Harry Lennix,Drama Music Romance,stomp the yard
Lewis Gilbert,Caroline Munro,Barbara Bach,Barbara Bach,Action Adventure Sci-Fi Thriller,the spy who loved me
unknown,Amy Bruni,Jason Hawes,Jason Hawes,Documentary,ghost hunters            
Jamie Blanks,Alicia Witt,Julian Richings,Julian Richings,Horror Mystery Thriller,urban legend
Stephen Frears,Keanu Reeves,Swoosie Kurtz,Swoosie Kurtz,Drama Romance,dangerous liaisons
Tyler Perry,Eddie Cibrian,Jamie Kennedy,Jamie Kennedy,Comedy Drama Romance,good deeds
Randal Kleiser,Seymour Cassel,Susan Hogan,Susan Hogan,Adventure Drama,white fang
Bruce McCulloch,Will Ferrell,Molly Shannon,Molly Shannon,Comedy Romance,superstar
Phyllida Lloyd,Meryl Streep,Olivia Colman,Olivia Colman,Biography Drama History,the iron lady
Mike Nawrocki,Phil Vischer,Shelby Vischer,Shelby Vischer,Adventure Animation Comedy Drama Family Musical,jonah: a veggietales movie
John Singleton,Janet Jackson,Maya Angelou,Maya Angelou,Drama Romance,poetic justice
Kevin Bray,Mike Epps,Gino Salvano,Gino Salvano,Action Comedy Crime Thriller,all about the benjamins
Wes Craven,John Witherspoon,Allen Payne,Allen Payne,Comedy Fantasy Horror Romance,vampire in brooklyn
John Boorman,Linda Blair,Ned Beatty,Ned Beatty,Horror,exorcist ii: the heretic
Courtney Solomon,Sissy Spacek,Vernon Dobtcheff,Vernon Dobtcheff,Horror Mystery Thriller,an american haunting
David Zucker,Carmen Electra,Molly Shannon,Molly Shannon,Comedy Romance,my boss's daughter
David Twohy,Chris Hemsworth,Marley Shelton,Marley Shelton,Adventure Mystery Thriller,a perfect getaway
Rick Famuyiwa,America Ferrera,Lupe Ontiveros,Lupe Ontiveros,Comedy Romance,our family wedding
Alan Cohn,Alyson Hannigan,Poppy Montgomery,Poppy Montgomery,Comedy,dead man on campus
Franco Zeffirelli,Lily Tomlin,Paolo Seganti,Paolo Seganti,Comedy Drama War,tea with mussolini
Tom Holland,Joe Mantegna,Kari Wuhrer,Kari Wuhrer,Fantasy Horror,thinner
Martin Scorsese,Robert De Niro,Mary Kay Place,Mary Kay Place,Drama Music Musical Romance,"new york, new york"
Spike Lee,Alfre Woodard,Isaiah Washington,Isaiah Washington,Comedy Drama,crooklyn
Chris Rock,Steve Buscemi,Wendell Pierce,Wendell Pierce,Comedy Drama Romance,i think i love my wife
James Isaac,Peter Mensah,Lexa Doig,Lexa Doig,Action Horror Sci-Fi Thriller,jason x
Shawn Levy,Frankie Muniz,Lee Majors,Lee Majors,Adventure Comedy Family,big fat liar
Emilio Estevez,Anthony Hopkins,Brian Geraghty,Brian Geraghty,Drama History,bobby
Mark Waters,Monica Potter,China Chow,China Chow,Comedy Mystery Romance,head over heels
Josh Schwartz,Thomas McDonell,Osric Chau,Osric Chau,Adventure Comedy,fun size
Julian Schnabel,Emmanuelle Seigner,Isaach De Bankolé,Isaach De Bankolé,Biography Drama,the diving bell and the butterfly
Todd Field,Kate Winslet,Jane Adams,Jane Adams,Drama Romance,little children
Davis Guggenheim,Norman Reedus,Noam Jenkins,Noam Jenkins,Drama Mystery Thriller,gossip
Tony Goldwyn,Viggo Mortensen,Tovah Feldshuh,Tovah Feldshuh,Drama,a walk on the moon
Phillip Noyce,Derek Luke,Bonnie Henna,Bonnie Henna,Biography Drama History,catch a fire
Stephen Carpenter,Melissa Sagemiller,Candace Kroslak,Candace Kroslak,Drama Horror Mystery Thriller,soul survivors
James Ivory,Seth Gilliam,Nigel Whitmey,Nigel Whitmey,Biography Drama History Romance,jefferson in paris
Stephan Elliott,Colin Firth,Kris Marshall,Kris Marshall,Comedy Romance,easy virtue
James Fargo,Christopher Lee,Behrouz Vossoughi,Behrouz Vossoughi,Action Adventure History,caravans
Mike Leigh,Lesley Manville,Karl Johnson,Karl Johnson,Biography Drama History,mr. turner
Alain Resnais,Mathieu Amalric,Edouard Baer,Edouard Baer,Drama Romance,wild grass
Costa-Gavras,Sebastian Koch,Ulrich Mühe,Ulrich Mühe,Biography Crime Drama War,amen.
Chao-Bin Su,Woo-sung Jung,Kelly Lin,Kelly Lin,Action,reign of assassins
Neil Burger,John Heard,Mark L. Young,Mark L. Young,Comedy Drama War,the lucky ones
Kenneth Lonergan,Matt Damon,John Gallagher Jr.,John Gallagher Jr.,Drama,margaret
Bo Zenga,Steve Howey,Diora Baird,Diora Baird,Comedy Horror,stan helsing
Rob Reiner,Madeline Carroll,Aidan Quinn,Aidan Quinn,Comedy Drama Romance,flipped
Ang Lee,Jake Gyllenhaal,Anne Hathaway,Anne Hathaway,Drama Romance,brokeback mountain
Jonathan Liebesman,Noel Fisher,Jeremy Howard,Jeremy Howard,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles
Amy Heckerling,Donald Faison,Elisa Donovan,Elisa Donovan,Comedy Romance,clueless
Todd Haynes,Dennis Quaid,Michael Gaston,Michael Gaston,Drama Romance,far from heaven
Steve Pink,Adam Scott,Collette Wolfe,Collette Wolfe,Comedy Sci-Fi,hot tub time machine 2
unknown,Krystyna Janda,Olgierd Lukaszewicz,Olgierd Lukaszewicz,Drama,dekalog            
Philip Kaufman,Kate Winslet,Amelia Warner,Amelia Warner,Biography Drama,quills
Martin McDonagh,Abbie Cornish,Michael Stuhlbarg,Michael Stuhlbarg,Comedy Crime,seven psychopaths
Kasi Lemmons,Colm Feore,Aunjanue Ellis,Aunjanue Ellis,Crime Drama Music Mystery Thriller,the caveman's valentine
unknown,Jacek Koman,Jaroslaw Boberek,Jaroslaw Boberek,Action Crime Drama Thriller,the border            
Oliver Hirschbiegel,Thomas Kretschmann,Alexandra Maria Lara,Alexandra Maria Lara,Biography Drama History War,downfall
Alejandro Amenábar,Belén Rueda,Tamar Novas,Tamar Novas,Biography Drama Romance,the sea inside
Jonathan Glazer,Scarlett Johansson,Alison Chand,Alison Chand,Drama Horror Sci-Fi Thriller,under the skin
Barry Levinson,Robin Williams,Bruno Kirby,Bruno Kirby,Biography Comedy Drama War,"good morning, vietnam"
Hyung-rae Shim,Jason Mewes,Michael Rispoli,Michael Rispoli,Comedy,the last godfather
Jon M. Chu,Usher Raymond,Boys II Men,Boys II Men,Documentary Music,justin bieber: never say never
Darren Aronofsky,Natalie Portman,Mark Margolis,Mark Margolis,Drama Thriller,black swan
José Padilha,Gary Oldman,Jennifer Ehle,Jennifer Ehle,Action Crime Sci-Fi Thriller,robocop
Francis Ford Coppola,Robert De Niro,Robert Duvall,Robert Duvall,Crime Drama,the godfather: part ii
Thomas Carter,Sean Patrick Thomas,Fredro Starr,Fredro Starr,Drama Music Romance,save the last dance
Renny Harlin,Tuesday Knight,Brooke Bundy,Brooke Bundy,Fantasy Horror Thriller,a nightmare on elm street 4: the dream master
Patricia Riggen,Jennifer Garner,Martin Henderson,Martin Henderson,Drama,miracles from heaven
Danny Leiner,Jennifer Garner,Marla Sokoloff,Marla Sokoloff,Comedy Mystery,"dude, where's my car?"
Christopher Cain,Jack Palance,Brian Keith,Brian Keith,Action Crime Drama Thriller Western,young guns
Theodore Melfi,Bill Murray,Reg E. Cathey,Reg E. Cathey,Comedy Drama,st. vincent
Steve Pink,Joe Lo Truglio,Bryan Callen,Bryan Callen,Comedy Romance,about last night
Gil Junger,Joseph Gordon-Levitt,Andrew Keegan,Andrew Keegan,Comedy Drama Romance,10 things i hate about you
Ed Decter,Zooey Deschanel,Gene Simmons,Gene Simmons,Comedy,the new guy
Gene Quintano,Jon Lovitz,Bill Nunn,Bill Nunn,Action Comedy Crime,loaded weapon 1
Jaume Collet-Serra,Óscar Jaenada,Sedona Legge,Sedona Legge,Drama Horror Thriller,the shallows
Eric Bress,Logan Lerman,Cameron Bright,Cameron Bright,Sci-Fi Thriller,the butterfly effect
Chris Koch,Chris Elliott,Jean Smart,Jean Smart,Adventure Comedy Family,snow day
Preston A. Whitmore II,Mekhi Phifer,Loretta Devine,Loretta Devine,Comedy Drama Romance,this christmas
Bob Clark,Kathleen Turner,Ruby Dee,Ruby Dee,Comedy Crime Family Sci-Fi,baby geniuses
